,사업자등록번호,데이터수집일자,기업명,기업영문명,대표자명,종업원수,종업원수기준년월,산업분류코드,산업분류코드설명,기업규모,기업형태,업태명,설립일,이메일주소,전화번호,팩스전화번호,우편번호,주소,상세주보,휴폐업구분,상태발생일자,휴폐업수정일,CRI등급,CRI기준일,결산일자,매출액,영업이익,자본총계금액,부채총계금액,자산총계금액,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
82,8528808378,20211228,(주)남영***,"Namyoung PS Co., L***",양남규외***,8.0,2020-04,95120,통신장비 수리업,중소기업,일반,"도매 및 소매업/사업시설 관리, 사업지원 및 임대 서비스업",20190814,,0221570233,02-6008-5575,05836,서울특별시 송파구 법원로11길 11,"A동 7층 704호 (문정동,문정현대지식산업센터1-1)",,,,B3,20211215,20201231,1383988.0,136036.0,212484.0,435867.0,648351.0,I,20221104,,
83,7278706002,20211228,(주)***,"WayCom Co.,L***",김**,7.0,2020-04,46522,통신·방송장비 및 부품 도매업,중소기업,일반,건설업/도소매/정보서비스,20180629,,0557448020,055-744-8021,52251,경남 산청군 단성면 목화로 974-1,(성내리),,,,A1,20211215,20201231,889538.0,102494.0,266300.0,99084.0,365384.0,I,20221104,,
84,8288107821,20211228,(주)투***,"Tovis.co.,L***",하**,5.0,2020-04,63999,그 외 기타 정보 서비스업,중소기업,일반,,20190213,,07079450502,,15807,경기도 군포시 엘에스로 172,"910호 (금정동,한림휴먼타워)",,,,C3,20211215,20201231,15905765.0,-1029307.0,-1793860.0,4114443.0,2320583.0,I,20221104,,
85,5777003456,20211228,지와이네***,GY Netwo***,이**,,,46000,도매 및 상품 중개업,중소기업,일반,도매 및 상품중개업,,,,,21558,인천 남동구 예술로 206,"B동 4층 405호 (구월동,구월중앙프라자)",,,,C3,20211215,,,,,,,I,20221104,,
86,8396408157,20211228,혼자팩**,Honja Fact***,이**,,,,,중소기업,일반,제조업,,,,,13207,경기 성남시 중원구 사기막골로 124,"메가동 310호 (상대원동,SKn테크노파크)",,,,C2,20211215,,,,,,,I,20221104,,
87,5828609093,20211228,(주)아***,"IT Cam Co., L***",조**,5.0,2021-07,42321,일반 통신 공사업,중소기업,신설,건설업/도매 및 소매업,20200610,,0518162053,0504-982-9900,49305,부산광역시 사하구 하신번영로 365,"상가 145동 209호 (하단동,가락타운1단지)",,,,C1,20211215,20201231,137883.0,6210.0,255973.0,85029.0,341002.0,I,20221104,,
88,8138703962,20211228,(주)에***,HT**,김**,5.0,2021-04,42321,일반 통신 공사업,중소기업,일반,도소매업/서비스업/정보통신업,20200330,,042-252-6359,050-7562-6359,,,,,,,B3,20211215,20201231,789214.0,198890.0,252729.0,139569.0,392297.0,I,20221104,,
89,1678808317,20211228,(주)피플***,"People Made Co., L***",함**,6.0,2021-07,47912,전자상거래 소매업,중소기업,신설,,20200421,,070-7732-7105,,06612,서울특별시 서초구 서초대로73길 40,"1001호 (서초동,강남오피스텔)",,,,C3,20211215,20201231,2679.0,-137310.0,-80149.0,267510.0,187361.0,I,20221104,,
90,3013104682,20211228,휴먼라**,Human Li***,김**,,,42321,일반 통신 공사업,중소기업,일반,건설업,,,,,28787,충북 청주시 상당구 단재로 312,"110동 502호 (방서동,방서중흥에스클래스)",,,,C2,20211215,,,,,,,I,20221104,,
91,1688705965,20211228,(주)태***,Taerim Construct***,이재일외 ***,10.0,2019-03,68121,주거용 건물 개발 및 공급업,중소기업,일반,건설업,20160329,,02-305-5590,02-303-5590,,서울 마포구 월드컵로,"190, 213호 (성산동,이안상암2)",,,,A3,20211215,20201231,7104946.0,101923.0,1139262.0,453123.0,1592385.0,I,20221104,,
92,5968801652,20211228,(주)***,"Feelway Co., L***",전**,56.0,2020-12,46107,그 외 기타 특정 상품 중개업,중소기업,외감,도소매 외,20151229,feel@feelway.com,15449192,0505505 9192,04072,서울 마포구 성지1길 30,(합정동),,,,C2,20211215,20201231,14783081.0,2511368.0,-1464891.0,18783037.0,17318147.0,I,20221104,,
93,2118809807,20211228,(주)투어***,"Tour Gate Co.,L***",조**,8.0,2021-10,75210,여행사업,중소기업,일반,서비스/소매업,20091001,,02-543-2366,02-543-2993,04144,서울특별시 마포구 마포대로 127,"620호 (공덕동,풍림브이아이피빌딩)",,,,C1,20211215,20201231,19672.0,-72889.0,45302.0,70543.0,115845.0,I,20221104,,
94,8298101004,20211228,(주)제이티비씨***,"JTBC Plus Co., L***",강주연외***,87.0,2020-12,60221,프로그램 공급업,중견기업,외감,서비스/소매,20150610,info@jtbcgolf.com,02  20318235,02  20318215,03909,서울 마포구 상암산로 48-6,(상암동),,,,B2,20211215,20201231,74646875.0,92263.0,-16811385.0,61573596.0,44762211.0,I,20221104,,
95,4524705513,20211228,노*,,임**,,,56210,주점업,중소기업,폐업,음식,,,,,03962,서울 마포구 방울내로11길,"8, 1층 (망원동)",폐업,20210315,20210315,D,20210703,,,,,,,I,20221104,,
96,1058809896,20211228,(주)**,"ALEP Co., L***",안**,10.0,2021-10,75992,"전시, 컨벤션 및 행사 대행업",중소기업,일반,서비스/소매업,20140924,,02-6356-5000,02-6356-6000,03736,서울특별시 서대문구 충정로 53,"1802호 (충정로2가,골든타워빌딩)",,,,B3,20211215,20201231,763511.0,-303345.0,342393.0,679616.0,1022009.0,I,20221104,,
97,1208106136,20211228,국제강재***,"KUKJE STEEL CO., L***",최*,72.0,2020-12,29269,"기타 섬유, 의복 및 가죽 가공 기계 제조업",중소기업,외감,제조 외,19711028,kjnylon@unitel.co.kr,031 544 5600,031 544 1551,04002,서울 마포구 동교로 135,(서교동),,,,B2,20211215,20201231,50805546.0,-1541644.0,10679220.0,20957096.0,31636315.0,I,20221104,,
98,1198101270,20211228,(주)이준***,"EJUNE SYSTEM CO.,L***",한**,30.0,2021-06,26310,컴퓨터 제조업,중소기업,외감,건설업/도매 및 소매업/도소매/제조업,20030324,ejune@ejune.co.kr,02-305-2951,02-305-2952,03920,서울 마포구 성암로 330,"B동 212호 , 523호 (상암동,DMC첨단산업센터)",,,,B1,20211215,20201231,19170924.0,-1226207.0,3518370.0,5410514.0,8928884.0,I,20221104,,
99,1058103374,20211228,아란타***,AHRA***,윤**,18.0,2021-11,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반,건설업/도소매/서비스/제조,19910802,k01104@ahranta.com,02-325-0303,02-326-2940,03747,서울특별시 서대문구 북아현로22가길 7,(북아현동),,,,B3,20211215,20201231,1718291.0,38795.0,1825623.0,3184380.0,5010002.0,I,20221104,,
100,1051508340,20211228,크린토**,Clean To***,이**,,,96910,세탁업,중소기업,일반,서비스업,,,02-711-8943,,04109,서울 마포구 백범로,"28, 1층 (신수동,제2서강빌딩)",,,,C2,20211215,,,,,,,I,20221104,,
101,6588802272,20211228,(주)***,Babel***,조**,1.0,2021-06,62010,컴퓨터 프로그래밍 서비스업,중소기업,일반,서비스,20170314,eunbyulcho@babeltop.net,010-9046-1951,--,06634,서울특별시 서초구 서초중앙로18길 31,"4층 430호 (서초동,용원빌딩)",,,,C3,20211215,20201231,94456.0,-93016.0,-224397.0,498028.0,273631.0,I,20221104,,
102,7098703466,20211228,(주)마인***,mindrea***,이**,10.0,2020-04,71310,광고 대행업,중소기업,일반,,20170203,,070 4453 6052,07088701977,03985,서울특별시 마포구 연희로 11,"5층 비에스-537호 (동교동,한국특허정보원빌딩)",,,,C3,20211215,20201231,1363132.0,-241252.0,-168615.0,656511.0,487896.0,I,20221104,,
103,4898704867,20211228,(주)다각형***,DGH Comp***,석**,2.0,2019-05,45219,기타 자동차 신품 부품 및 내장품 판매업,중소기업,일반,도소매,20180820,,02 6166 3313,050 7561664 3,04030,서울 마포구 동교로 144,3층 (서교동),,,,C3,20211215,20201231,340211.0,-119570.0,-155797.0,269457.0,113659.0,I,20221104,,
104,2010406971,20211228,모다엠프***,Moda M Peu R***,이**,5.0,2021-04,14490,기타 의복 액세서리 제조업,중소기업,일반,도매/부동산업/제조,20010927,,02-2237-2819,02-2237-9604,04001,서울 마포구 월드컵북로5가길 8-12,"(서교동,M빌딩)",,,,B3,20211215,20201231,1940259.0,84167.0,607420.0,943204.0,1550624.0,I,20221104,,
105,1138605728,20211228,(주)**,Das**,이**,10.0,2019-03,62010,컴퓨터 프로그래밍 서비스업,중소기업,일반,,20130206,adonis1021@nanoomi.co.kr,02-1544-1308,02-6499-6200,04048,서울특별시 마포구 독막로9길,"23, 3층 (서교동)",,,,B2,20211215,20201231,1160486.0,39225.0,618162.0,232345.0,850507.0,I,20221104,,
106,1058609455,20211228,(주)프로라인로***,"PRO LINE LOGISTIC CO.,L***",박**,2.0,2011-12,52990,그 외 기타 운송관련 서비스업,중소기업,일반,도매/서비스,20060208,,02  338 0526,,03965,서울 마포구 월드컵로32길 11,302호 (성산동),,,,C1,20211215,20191231,2403265.0,48185.0,481109.0,506782.0,987892.0,I,20221104,,
107,2968706941,20211228,(주)디앤***,"D&GLOBAL CO.,L***",박**,13.0,2021-10,46699,그 외 기타 건축자재 도매업,중소기업,일반,도매/도매 및 소매업/도소매/부동산업,20150717,orangeplus8@naver.com,02-2135-4580,02-2135-4590,03993,서울특별시 마포구 동교로 203,"4층 (동교동,도원빌딩)",,,,B3,20211215,20201231,5730193.0,24800.0,135614.0,877458.0,1013072.0,I,20221104,,
108,1304207829,20211228,뉴에이***,New AG F***,김**,,,59000,영상ㆍ오디오 기록물 제작 및 배급업,중소기업,일반,도매 및 소매업/서비스/정보통신업,20110408,,02-712-1080,02-712-1080,04031,서울특별시 마포구 월드컵북로1길,"20, 5층 (서교동,쌍호빌딩)",,,,B3,20211224,20201231,453551.0,40552.0,80073.0,21485.0,101558.0,I,20221104,,
109,1058103219,20211228,(주)동***,"Dong Seung Trading Co., L***",김**,76.0,2020-12,46464,운동 및 경기용품 도매업,중소기업,외감,"제조,도매",19770820,sej@wotc.co.kr,02  335 25514   ,02  333 2565,03964,서울특별시 마포구 포은로 120,(망원동),,,,A3,20211215,20201231,26333963.0,-467664.0,34426712.0,11098946.0,45525659.0,I,20221104,,
110,2118602461,20211228,(주)**,"HUNO CO.,L***",김영아외***,87.0,2019-03,85700,교육지원 서비스업,중소기업,일반,"서비스,제조",20001206,empty@hunoconsulting.co.kr,02  313 4028,02  313 4048,,서울 마포구 마포대로 109,"101동 1002호,1003호1004호, (공덕동,롯데캐슬프래지던트)",,,,C1,20211215,20191231,13008268.0,1559510.0,7665106.0,2597656.0,10262762.0,I,20221104,,
111,2118607909,20211228,(주)우퍼***,"Woofer Design & Development Co, ***",한**,7.0,2019-03,73200,전문 디자인업,중소기업,일반,제조외,19931012,hank@empal.com,02  34762995,02  34762996,03992,서울 마포구 월드컵북로4길,29 (동교동),,,,C1,20211215,20111231,684439.0,79955.0,533538.0,131673.0,665211.0,I,20221104,,
112,8418804111,20211228,에이피이앤씨***,AP E&C I***,김**,5.0,2020-04,41229,기타 토목 시설물 건설업,중소기업,일반,건설업,20180319,,0260840901,,04195,서울특별시 마포구 백범로 199,"414호 (신공덕동,메트로디오빌)",,,,B2,20211215,20201231,931100.0,8430.0,617515.0,298251.0,915765.0,I,20221104,,
113,1052004424,20211228,코리아**,Korea Tech ***,정**,6.0,2008-03,46595,전기용 기계·장비 및 관련 기자재 도매업,중소기업,일반,,19880120,,02  718 8547,,04175,서울 마포구 마포대로,"12, 1115호",,,,C1,20211215,,,,,,,I,20221104,,
114,1050309897,20211228,황금**,Gold Needle***,길**,2.0,2010-01,14130,한복 제조업,중소기업,일반,도소매/써비스/제조,19980901,gold@goldneedle.co.kr,02  717 3131,02  717 3132,04113,서울특별시 마포구 신촌로,"200-1, 3층 (염리동)",,,,C1,20211215,20201231,72373.0,13276.0,433868.0,686877.0,1120745.0,I,20221104,,
115,1058101188,20211228,(주)코스탯아***,Kostat I***,변호산외***,159.0,2021-10,26120,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",중소기업,외감,도매/제조업,19840801,jchheo@kostat.com,032-722-6624,032-722-6651,14406,경기도 부천시 고강로154번길 60,(고강동),,,,A3,20211215,20201231,128686102.0,18053744.0,78779191.0,9098670.0,87877861.0,I,20221104,,
116,1058602865,20211228,(주)듀켐***,"DuChemBio Co., L***",김**,77.0,2020-12,21210,완제 의약품 제조업,중소기업,코넥스,도소매,20030301,yw_ju@duchembio.com,02  332 48658   ,02  332 4768,04041,서울 마포구 와우산로 81,"6층,7층 (서교동,서봉갤러리)",,,,C3,20211215,20201231,15630616.0,-2781564.0,-8967979.0,26657299.0,17689319.0,I,20221104,,
117,1198600720,20211228,(주)메***,"Messe eSang Co.,***",조**,75.0,2021-02,71310,광고 대행업,중소기업,외감,서비스,20080131,luckykhk@nbz.co.kr,02  32883712,02  32883711,03922,서울 마포구 월드컵북로58길 9,"(상암동,이에스타워)",,,,A2,20211215,20201231,18629414.0,1874469.0,33793644.0,3579639.0,37373283.0,I,20221104,,
118,1968603655,20211228,코리아소프트***,"Koreasoft Co.,L***",남**,4.0,2020-04,58222,응용 소프트웨어 개발 및 공급업,중소기업,일반,,20181025,,07040425211,02-6902-0281,21344,인천광역시 부평구 길주로 639,"1002호 (삼산동,현대아이프라자)",,,,C3,20211215,20181231,34373.0,4598.0,4721.0,15551.0,20272.0,I,20221104,,
119,1058106665,20211228,(주)***,GPL I***,강**,10.0,2021-06,52992,"화물운송 중개, 대리 및 관련 서비스업",중소기업,일반,서비스,19971029,thep@gpli.co.kr,02  324 0425,02  326 0125,03978,서울특별시 마포구 월드컵북로 78,(성산동),,,,C3,20211215,20201231,5247155.0,-306513.0,326062.0,2607737.0,2933799.0,I,20221104,,
120,2118803864,20211228,뉴에라캡코리아***,New Era Cap Korea ***,강**,24.0,2018-10,46103,"섬유, 의복, 신발 및 가죽제품 중개업",중소기업,일반,도소매,20120209,,02 3444 5950,02 3445 5950,07335,서울특별시 영등포구 여의대로 108,"2, 21층 (여의도동,파크원 타워)",,,,C1,20211215,20171231,20535523.0,1422577.0,7782967.0,2899179.0,10682145.0,I,20221104,,
121,3628601219,20211228,(주)커피***,COFFEE LI***,서**,11.0,2019-03,10791,커피 가공업,중소기업,일반,,20150921,pil@coffeelibre.kr,031 947 0615,02  64427140,03984,서울특별시 마포구 동교로29길 64,"1층 (연남동,영인빌딩)",,,,A3,20211215,20201231,11855448.0,979457.0,6502276.0,1768728.0,8271003.0,I,20221104,,
122,8068602985,20211228,(주)눈이셋크리에이***,noooniset creative lab Co***,한**,5.0,2021-01,33910,간판 및 광고물 제조업,중소기업,일반,도소매/서비스/제조업,20180411,,02-322-5994,,04075,서울 마포구 독막로18길 12,지층 101호 (상수동),,,,B2,20211215,20201231,2196841.0,443675.0,637395.0,61482.0,698877.0,I,20221104,,
123,8264803025,20211228,스피드**,Speed Tele***,나현순외***,20.0,2021-10,75990,그 외 기타 사업지원 서비스업,중소기업,일반,도소매/서비스/임대업/제조업,20170124,,02-1544-2547,0505-300-2547,,,,,,,C1,20211215,20201231,4753087.0,-42664.0,74738.0,207714.0,282451.0,I,20221104,,
124,3062300714,20211228,에**,A O**,김**,,,46522,통신·방송장비 및 부품 도매업,중소기업,폐업,도소매업,,,,,21388,인천 부평구 부평문화로,"55, 1층 (부평동,와이디타워)",폐업,20210930,20210930,D,20211020,,,,,,,I,20221104,,
125,1212507290,20211228,대동정***,Daedong Precision Industr***,김**,0.0,2017-12,26000,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,일반,제조업,20141230,,032 8728161,,21350,인천광역시 부평구 부개로,"12, 602동 901호 (부개동,부개주공6단지아파트)",,,,C2,20211215,20191231,195896.0,27158.0,2000.0,5900.0,7899.0,I,20221104,,
126,4118804329,20211228,(주)기프***,"Gift &dol Co., L***",유**,3.0,2020-04,47919,기타 통신 판매업,중소기업,일반,,20190509,,,,11464,경기도 양주시 화합로1745번길 5,(회암동),,,,B1,20211215,20201231,983331.0,184071.0,363053.0,210246.0,573298.0,I,20221104,,
127,7968109315,20211228,(주)피라인터***,"PILLAR INTERNATIONAL Co.,L***",이**,1.0,2020-04,47912,전자상거래 소매업,중소기업,일반,,20190513,,,,41842,대구광역시 서구 국채보상로,"136, C동 2층 203호 (중리동,티알)",,,,C2,20211215,,,,,,,I,20221104,,
128,2243705484,20211228,아**,Apol***,권**,,,46000,도매 및 상품 중개업,중소기업,일반,도매 및 소매업,,,,,30128,세종 국세청로,"4, 3층 303호 (나성동,갤러리세종프라자)",,,,C2,20211215,,,,,,,I,20221104,,
129,1651508523,20211228,우림**,WOOLIMTS Electron***,김**,,,47910,통신 판매업,중소기업,일반,소매,,,,,27437,충북 충주시 행정2길 6,"104동 104호 (목행동,영무예다음1차아파트)",,,,C2,20211215,,,,,,,I,20221104,,
130,6341004775,20211228,이**,E R***,이**,,,47910,통신 판매업,중소기업,일반,소매업,,,,,,,,,,,C2,20211215,,,,,,,I,20221104,,
131,6298702761,20211228,(주)***,Luvi One I***,이**,7.0,2020-04,47919,기타 통신 판매업,중소기업,일반,,20190823,,,,04047,서울특별시 마포구 양화로6길,"67, 4층 (서교동,정명빌딩)",,,,C2,20211215,,,,,,,I,20221104,,
132,5841904445,20211228,유한**,U Han T***,박**,,,26400,통신 및 방송 장비 제조업,중소기업,일반,제조업,,,,,,,,,,,C3,20211215,,,,,,,I,20221104,,
133,7535204645,20211228,블루모**,Blue Mob***,주**,,,47312,통신기기 소매업,중소기업,일반,소매,,,,,07547,서울 강서구 양천로 583,"A동 106호 (염창동,우림블루나인)",,,,B1,20211215,,,,,,,I,20221104,,
134,8204409316,20211228,아이티**,IT L***,송**,,,34019,기타 일반 기계 및 장비 수리업,중소기업,일반,서비스,,,,,08771,서울 관악구 난곡로51길,"8, 1층 3호 (신림동)",,,,C2,20211215,,,,,,,I,20221104,,
135,4578704161,20211228,(주)보고***,VOGOP***,류**,42.0,2021-05,47910,통신 판매업,중소기업,일반,"사업시설 관리, 사업지원 및 임대 서비스업/서비스/소매/정보통신업",20191021,,02-6959-0273,,06241,서울 강남구 테헤란로2길 27,"13층 1320호 (역삼동,비전타워)",,,,C2,20211215,20201231,5386235.0,-2300579.0,-2208073.0,3157625.0,949553.0,I,20221104,,
136,8670203563,20211228,제이제이***,JJ Comp***,김**,,,47312,통신기기 소매업,중소기업,일반,도매및소매업,,,,,10518,경기 고양시 덕양구 중앙로557번길 11,1층 6호 제이제이컴퍼니 (행신동),,,,C3,20211215,,,,,,,I,20221104,,
