,사업자등록번호,데이터수집일자,기업명,대표자명,전화번호,팩스전화번호,우편번호,주소,상세주소,기업형태,기업규모,공기업구분,산업분류코드,산업분류코드설명,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
132,6748104025,20211228,(주)메***,김**,07077950003,,08594,서울특별시 금천구 가산디지털1로 5,"1203호 (가산동,대륭테크노타운20차)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
133,4088109548,20211228,(유)지***,정종만외 ***,062 676 7007,062 651 7007,58154,전남 화순군 도곡면 양정길 33-1,(월곡리),일반,중소기업,일반기업,42320,통신 공사업,I,20221104,,
134,2258103501,20211228,브라보정보통신***,이**,033 332 2636,033 334 2636,25376,강원 평창군 평창읍 평창중앙로,13,일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업,I,20221104,,
135,1378106469,20211228,씨엘건설***,손**,031 982 5922,031 984 8990,05791,서울특별시 송파구 충민로6길,"67, 3층 (장지동,삼광교통(주)사옥)",일반,중소기업,일반기업,42130,시설물 축조 관련 전문공사업,I,20221104,,
136,4028707983,20211228,씨엘탑종합건설***,최**,023327776,02-336-5551,04031,서울특별시 마포구 월드컵북로1길,"62, 201호 (서교동,무해빌딩)",일반,중소기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
137,1208603762,20211228,(주)디***,박**,02  20405555,02  20405500,05713,서울 송파구 송이로 96,4-6층 (가락동),일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
138,4038103843,20211228,디오이앤씨***,해**,062 603 4680,062 603 4670,58212,전라남도 나주시 산포면 산남로 78-3,(등정리),일반,중소기업,일반기업,41200,토목 건설업,I,20221104,,
139,1168206394,20211228,(사)한국정보산업***,정**,02  780 0201,02  782 1266,06221,서울 강남구 테헤란로 222,"3층, 4층 (역삼동,도원빌딩)",일반,기타(비영리법인),일반기업,94990,그 외 기타 협회 및 단체,I,20221104,,
140,1078806835,20211228,(주)***,김**,  0226798911,0226798912,07228,서울 영등포구 영신로 220,"1205호 (영등포동8가,knk디지털타워)",일반,중소기업,일반기업,58221,시스템 소프트웨어 개발 및 공급업,I,20221104,,
141,8638802446,20211228,(주)케이***,송**,0315095466,031-624-5476,21031,인천광역시 계양구 경명대로 1155,"501호 (임학동,두현트리움)",일반,중소기업,일반기업,42321,일반 통신 공사업,I,20221104,,
142,8388606099,20211228,(주)삼***,박**,02-3664-3358,02-3664-3350,10884,경기도 파주시 책향기로 319,"107동 203호 ,엠층 (문발동,월드메르디앙타운하우스)",일반,중소기업,일반기업,42311,일반전기 공사업,I,20221104,,
143,2068607238,20211228,(주)더원***,이**,15990596,,06083,서울 강남구 영동대로 602,"C동 6층 188호 (삼성동,삼성동미켈란)",일반,중소기업,일반기업,47919,기타 통신 판매업,I,20221104,,
144,1058708246,20211228,(주)에이스페이스***,나진철외***,02  323 2091,02  323 2091,04034,서울특별시 마포구 양화로11길 12,"3층 302호 (서교동,현담빌딩)",일반,중소기업,일반기업,42400,실내건축 및 건축마무리 공사업,I,20221104,,
145,8418106491,20211228,(주)상진라***,이**,02  426 5280,02-6455-1496,05284,서울특별시 강동구 상암로,"419, 2층 (상일동)",일반,중소기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
146,2108106762,20211228,(주)다우에***,이**,02  991 0186,02  994 1560,01129,서울 강북구 덕릉로28길 15,"5층 (미아동,금강빌딩)",일반,중소기업,일반기업,41111,단독 주택 건설업,I,20221104,,
147,4178605661,20211228,엔씨엔***,김**,062-710-2828,062 7102829,61915,광주광역시 서구 죽봉대로111번길 25-1,(광천동),일반,중소기업,일반기업,42321,일반 통신 공사업,I,20221104,,
148,6088105630,20211228,라온건설***,손**,064 772 1205,064 772 1206,63005,제주도 제주시 한경면 용금로 998,"B동 1층 (저지리,라온골프클럽)",외감,중견기업,일반기업,41110,주거용 건물 건설업,I,20221104,,
149,3062300714,20211228,에**,김**,,,21388,인천 부평구 부평문화로,"55, 1층 (부평동,와이디타워)",폐업,중소기업,일반기업,46522,통신·방송장비 및 부품 도매업,I,20221104,,
150,3098105073,20211228,(주)***,임**,041 953 2161,041 952 4811,33640,충남 서천군 서천읍 사곡안길 3,(사곡리),일반,중소기업,일반기업,41220,토목시설물 건설업,I,20221104,,
151,4678703253,20211228,(주)티***,김**,031-365-5034,031-624-0953,15608,경기 안산시 단원구 별망로 352,에이동 (성곡동),일반,중소기업,일반기업,42321,일반 통신 공사업,I,20221104,,
152,3018104739,20211228,(주)보광코퍼***,박**,043-237-2729,043-237-1729,28355,충북 청주시 흥덕구 평동로81번길 23,1층 (신성동),일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업,I,20221104,,
153,2068106588,20211228,대진공무***,박**,02-2292-4945,02-2292-2965,04756,서울 성동구 마장로39길 36,"201호 (마장동,아트리움빌딩)",외감,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업,I,20221104,,
154,6178103261,20211228,(주)대***,김**,051 703 3500,051 7033502,,부산 해운대구 해운대로,"575, 1505호",일반,중소기업,일반기업,42411,도장 공사업,I,20221104,,
155,6208109707,20211228,(주)대***,김**,010-2062-5853,,44755,울산 남구 신선로 83,3층 (야음동),일반,중소기업,일반기업,42123,파일공사 및 축조관련 기초 공사업,I,20221104,,
156,2018106255,20211228,신세계건설***,윤**,02  34066620,02  34066700,04527,서울 중구 소월로 10,"21층,22층,24층,25층 (남대문로5가,단암빌딩)",거래소상장,대기업,일반기업,41121,사무·상업용 및 공공기관용 건물 건설업,I,20221104,,
157,5078109578,20211228,대성종합건설***,남**,054 781 3925,054-783-9163,36325,경북 울진군 울진읍 연호로 2,(읍내리),일반,중소기업,일반기업,41110,주거용 건물 건설업,I,20221104,,
158,6218105619,20211228,에스디전력***,류**,051 724 0992,051-724-0993,46069,부산광역시 기장군 기장읍 대청로13번길 51,(대라리),일반,중소기업,일반기업,42310,전기 공사업,I,20221104,,
159,6158603317,20211228,(주)**,허**,055 237 2902,055-338-0929,50950,경남 김해시 경원로11번길,"31-15 (내동,.)",일반,중소기업,일반기업,42201,배관 및 냉ㆍ난방 공사업,I,20221104,,
160,3018109502,20211228,서진씨엔에스***,김재영외***,043 294 1900,043 294 1705,28787,충청북도 청주시 상당구 1순환로 1202-3,"403호, 404호, 501호 (방서동,서진빌딩)",일반,중소기업,일반기업,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,I,20221104,,
161,1138100806,20211228,(주)레***,위**,031 51713800,031 51713801,12814,경기도 광주시 도척면 국사봉로 45,(진우리),코스닥관리,중소기업,일반기업,59112,애니메이션 영화 및 비디오물 제작업,I,20221104,,
162,4808100967,20211228,(주)씨***,오**,031 852 7090,,11780,경기 의정부시 추동로140번길,"26-18, 102호 (신곡동)",일반,중소기업,일반기업,42321,일반 통신 공사업,I,20221104,,
163,1448102883,20211228,홈앤서비스***,김*,02-6266-3856,02-6266-3898,04637,서울특별시 중구 퇴계로 10,"16층 (남대문로5가,메트로타워)",외감,대기업,일반기업,42320,통신 공사업,I,20221104,,
164,7148805508,20211228,(주)성진정***,문**,02  839 7987,02  837 7987,08506,서울 금천구 가산디지털2로 98,"2동 1014호 (가산동,롯데아이티캐슬)",일반,중소기업,일반기업,42321,일반 통신 공사업,I,20221104,,
165,3608601018,20211228,(주)시***,엄**,0215229888 ,0269569880,04781,서울특별시 성동구 성수일로4길 25,"303, 304호 (성수동2가,서울숲코오롱디지털타워1차)",일반,중소기업,일반기업,26310,컴퓨터 제조업,I,20221104,,
166,2708803244,20211228,(주)에이스타커피***,나**,02  701 7020,02 7017020,,서울특별시 마포구 광성로4길,"11, 1층 (신수동)",일반,중소기업,일반기업,10791,커피 가공업,I,20221104,,
167,5558109943,20211228,에이스글로벌***,윤**,031-266-6369,031-211-6339,13920,경기도 안양시 동안구 관악대로 183,"305-1 (비산동,동양월드타워)",일반,중소기업,일반기업,42139,기타 옥외 시설물 축조관련 전문공사업,I,20221104,,
168,5568607535,20211228,(주)아이콘정***,박**,  02 5522500,02 5645511,06212,서울 강남구 선릉로89길 7,"403호 (역삼동,씨알빌딩)",일반,중소기업,일반기업,42321,일반 통신 공사업,I,20221104,,
169,8648704233,20211228,가보산업***,박**,042 8221478,042 8221478,34162,대전광역시 유성구 복용북로 67,101호 (복용동),일반,중소기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
170,6168106543,20211228,상진종합건설***,남**,064 763 5237,032-715-7249,22138,인천광역시 미추홀구 한나루로 604,"7층 (도화동,롯데월드오피스텔)",일반,중소기업,일반기업,41229,기타 토목 시설물 건설업,I,20221104,,
171,5088108396,20211228,다우종합건설***,손**,063-537-3336,063-237-3344,56211,전북 정읍시 월성길 5-5,2층 (신월동),일반,중소기업,일반기업,41120,비주거용 건물 건설업,I,20221104,,
172,1648708551,20211228,(주)라온***,서**,02-337-4774,02-855-4774,08595,서울특별시 금천구 범안로,"1130, 1511호 (가산동,디지털엠파이어빌딩)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
173,7340807456,20211228,라*,최**,,,08732,서울 관악구 관악로,"284, 1동 112호 (봉천동,신원빌라)",일반,중소기업,일반기업,47910,통신 판매업,I,20221104,,
174,1708802970,20211228,비전플레이스***,정**,,,14547,경기 부천시 소향로 139,"1304호 (중동,대우마이빌센트럴파크)",일반,중소기업,일반기업,58200,소프트웨어 개발 및 공급업,I,20221104,,
175,6738703309,20211228,(주)로아아***,김**,032-238-0027,032-238-0028,22008,인천광역시 연수구 인천타워대로 251,"610호 (송도동,아트윈오피스텔)",일반,중소기업,일반기업,42320,통신 공사업,I,20221104,,
176,1218104752,20211228,(주)넥스트***,유**,070-7018-4005,02-323-4548,10883,경기도 파주시 심학산로 36-70,(서패동),일반,중소기업,일반기업,32090,기타 가구 제조업,I,20221104,,
177,1198601393,20211228,(주)넥***,김**,070-8796-3019,02-851-3025,08512,서울 금천구 디지털로9길 32,"A동 1106호 (가산동,갑을그레이트밸리)",일반,중소기업,일반기업,58222,응용 소프트웨어 개발 및 공급업,I,20221104,,
178,1088108108,20211228,(주)아토이***,정**,070-4680-6100,070-4325-8004,08377,서울특별시 구로구 디지털로33길 50,"1006호 (구로동,벽산디지털밸리7차)",일반,중소기업,일반기업,58220,시스템ㆍ응용 소프트웨어 개발 및 공급업,I,20221104,,
179,1178102386,20211228,(주)아토즈***,서**,02-1661-2460,07043254344,04799,서울특별시 성동구 광나루로8길 31,"2동 401호 (성수동2가,에스케이브이1센터)",일반,중소기업,일반기업,58200,소프트웨어 개발 및 공급업,I,20221104,,
180,6038102885,20211228,대성문***,채**,051 293 1624,051 293 1625,47606,부산 연제구 연제로 7,"2층 (연산동,시청역퀸즈더블유)",외감,중소기업,일반기업,41110,주거용 건물 건설업,I,20221104,,
181,6178104131,20211228,고려정보통신***,정**,051 626 5200,051 626 2924,48534,부산 남구 유엔평화로106번길 4,(대연동),일반,중소기업,일반기업,42320,통신 공사업,I,20221104,,
182,1058102677,20211228,대한파카라이징***,마츠모토미츠루외***,02 333 5821,02 333 6092,04151,서울 마포구 독막로 275,"5층 (대흥동,광성벤처프라자빌딩)",외감,중견기업,일반기업,20119,석탄화학계 화합물 및 기타 기초 유기 화학 물질 제조업,I,20221104,,
183,2288705917,20211228,(주)은환***,황**,033-734-3477,033-734-3478,26308,강원도 원주시 소초면 장수1로,228 (장양리),일반,중소기업,일반기업,42321,일반 통신 공사업,I,20221104,,
184,1308607723,20211228,(주)레드독컬처***,배**,032 2706544,032 2706546,14556,경기도 부천시 조마루로385번길 122,"2604호 - 2608호 (춘의동,삼보테크노타워)",일반,중소기업,일반기업,59111,일반 영화 및 비디오물 제작업,I,20221104,,
185,2508607466,20211228,(주)현대정***,이**,054-444-5091,,39205,경상북도 구미시 봉곡로23길,28 (봉곡동),일반,중소기업,일반기업,42321,일반 통신 공사업,I,20221104,,
186,5032408930,20211228,씨엘건축***,손**,053-254-3977,053-254-3977,42496,대구 남구 앞산순환로,"351-27, 1543-1, 1층 (대명동)",일반,중소기업,일반기업,42400,실내건축 및 건축마무리 공사업,I,20221104,,
187,8538605403,20211228,(주)우진***,임**, 03180427999,031 3116644,14949,경기 시흥시 신천로 89-10,"2층 210호 (신천동,레브앙타워)",일반,중소기업,일반기업,42500,시설물 유지관리 공사업,I,20221104,,
188,5898601153,20211228,(주)에이***,김**,032  6529243,032 2321168,14671,경기 부천시 부일로 727,"306호 (역곡동,비엔지2000빌딩)",일반,중소기업,일반기업,62010,컴퓨터 프로그래밍 서비스업,I,20221104,,
189,1308608613,20211228,(주)정석종***,정**,032 429 6403,032 429 6406,21582,인천 남동구 선수촌공원로17번길 8,"605호 (구월동,정방빌딩)",일반,중소기업,일반기업,41121,사무·상업용 및 공공기관용 건물 건설업,I,20221104,,
190,4378606914,20211228,(유)새***,최**,064 7927868,064 7927869,63545,제주도 서귀포시 중문상로82번길,"15, 상가동 지하1층 103호 (중문동,중문남해오네뜨오션힐)",일반,중소기업,일반기업,42321,일반 통신 공사업,I,20221104,,
191,2177400915,20211228,라*,손**,,,13559,경기 성남시 분당구 성남대로,"295, C동 816호 (정자동,대림아크로텔)",일반,중소기업,일반기업,47312,통신기기 소매업,I,20221104,,
192,8588605002,20211228,(주)라온에***,도**, 054 7159989,03180101093,08591,서울 금천구 가산디지털1로 2,"513호 (가산동,우림라이온스밸리2차)",일반,중소기업,일반기업,42204,소방시설 공사업,I,20221104,,
193,7418700474,20211228,(주)에이원엔지***,김**,,,14580,경기도 부천시 조마루로297번길,"21, 3층 4-2호 (중동)",일반,중소기업,일반기업,63111,자료 처리업,I,20221104,,
194,5158103556,20211228,아성건설***,박**,053 816 2920,053 816 0222,38673,경상북도 경산시 삼성현로15길 62,(옥산동),일반,중소기업,일반기업,41120,비주거용 건물 건설업,I,20221104,,
195,6038104891,20211228,(주)아***,박**,051-265-8677,0303-3442-2602,49316,부산 사하구 제석로 85,2층 (당리동),일반,중소기업,일반기업,42137,비계 및 형틀 공사업,I,20221104,,
196,7048705923,20211228,(주)하랑에***,김**,02-3436-4880,02-3436-4882,05026,서울 광진구 아차산로 345,"102동 326호 (자양동,래미안프리미엄팰리스)",일반,중소기업,일반기업,42320,통신 공사업,I,20221104,,
